Job ID Internshala,Job Title,Company Name,Required Skills,Website Link,Posted on,Job Description,Job Location,Salary,Employment Type
2379524,Digital Marketing,Branding 360,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-lucknow-at-branding-3601704200166,Quite Old,None," 3,000-5,000 /month",Lucknow,Internship
2379507,Marketing,Quiosco Retail India Pvt Ltd,['No Skills Listed'],https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-quiosco-retail-india-pvt-ltd1704200633,Quite Old,None," 10,000 /month",Mumbai,Internship with job offer
2379506,Inside Sales,Madhavraj Enterprise (PagarBook's Strategic Partner),['No Skills Listed'],https://internshala.com/internship/detail/inside-sales-internship-in-pune-pimpri-chinchwad-at-madhavraj-enterprise-pagarbooks-strategic-partner1704199739,Quite Old,None," 7,500 /month +  Incentives",Pimpri-Chinchwad,Internship with job offer
2379492,Social Media Marketing,Digital Pita,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-bangalore-at-digital-pita1704199195,Quite Old,None," 3,000 /month +  Incentives",Bangalore,Internship
2379476,Social Media Marketing,MOSID Design Studio,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-gurgaon-at-mosid-design-studio1704198873,Quite Old,None," 9,000 /month",Gurgaon,Internship
2379436,Digital Marketing,Creative Matka Solutions,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-creative-matka-solutions1704198880,Quite Old,None," 5,000 /month",Work From Home,Internship
2379582,Campus Ambassador,Quantum Robotics,['No Skills Listed'],https://internshala.com/internship/detail/campus-ambassador-programme-at-quantum-robotics1704202111,Quite Old,None,Performance Based,Work From Home,Internship
2381255,Digital Marketing,Art Etc,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-art-etc1704347954,Quite Old,None," 8,000-15,000 /month",Delhi,Internship
2381254,Social Media Marketing,Lille Barn,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-mumbai-at-lille-barn1704347948,Quite Old,None," 6,000 /month",Mumbai,Internship
2381190,Campus Ambassador,Knoct (Vesak Technologies Private Limited),['No Skills Listed'],https://internshala.com/internship/detail/campus-ambassador-programme-at-knoct-vesak-technologies-private-limited1704345427,Quite Old,None,Performance Based,Work From Home,Internship
2379800,Business Strategy,Thank God It's Healthy,['No Skills Listed'],https://internshala.com/internship/detail/business-strategy-internship-in-jaipur-at-thank-god-its-healthy1704219732,Quite Old,None," 8,000-12,000 /month",Jaipur,Internship with job offer
2380123,Content Writing,HighBizz,['No Skills Listed'],https://internshala.com/internship/detail/content-writing-internship-in-bangalore-at-highbizz1704263114,Quite Old,None," 4,500 /month",Bangalore,Internship
2379790,Social Media Marketing,Adware Communications,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-kolkata-at-adware-communications1704218571,Quite Old,None," 6,000 /month",Kolkata,Internship with job offer
2379668,Operations,Jasicnytum,['No Skills Listed'],https://internshala.com/internship/detail/operations-internship-in-mumbai-at-jasicnytum1704208813,Quite Old,None," 10,000 /month",Mumbai,Internship
2380232,Product Marketing,Holyland Marketing Pvt Ltd,['No Skills Listed'],https://internshala.com/internship/detail/product-marketing-internship-in-delhi-gurgaon-at-holyland-marketing-pvt-ltd1704265609,Quite Old,None," 15,000 /month",Delhi,Internship with job offer
2381216,Social Media Marketing,Blue Frog Solutions Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-delhi-at-blue-frog-solutions-private-limited1704346301,Quite Old,None," 10,000 /month",Delhi,Internship with job offer
2381203,Digital Marketing,Globalizing Propdeals Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-globalizing-propdeals-private-limited1704345924,Quite Old,None," 10,000 /month",Delhi,Internship
2379355,Social Media Management,Buildyug,['No Skills Listed'],https://internshala.com/internship/detail/social-media-management-work-from-home-job-internship-at-buildyug1704352938,Quite Old,None," 3,000-5,000 /month",Work From Home,Internship
2380305,E-Commerce Catalog Management,Isha Jindal,['No Skills Listed'],https://internshala.com/internship/detail/e-commerce-catalog-management-work-from-home-job-internship-at-isha-jindal1704267293,Quite Old,None," 1,000 /month",Work From Home,Internship
2380321,Social Media Marketing,Marketing Warriors,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-gwalior-at-marketing-warriors1704268041,Quite Old,None," 2,000-5,000 /month",Gwalior,Internship
2379288,Business Development (Sales),Big Brains Technolabs,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-big-brains-technolabs1704193841,Quite Old,None," 5,000 /month +  Incentives",Work From Home,Internship
2379142,Content & E-Commerce Management,PhyFarm,['No Skills Listed'],https://internshala.com/internship/detail/content-e-commerce-management-part-time-job-internship-at-mumbai-in-phyfarm1704188974,Quite Old,None," 7,000 /month",Mumbai,Internship
2381160,Digital Marketing,Hostnetindia,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-jaipur-at-hostnetindia1704344259,Quite Old,None," 7,000 /month",Jaipur,Internship with job offer
2378996,E-Commerce Sales,The OmniJobs,['No Skills Listed'],https://internshala.com/internship/detail/e-commerce-sales-work-from-home-job-internship-at-the-omnijobs1704184614,Quite Old,None," 5,000 lump sum +  Incentives",Work From Home,Internship with job offer
2380346,Corporate Sales,Vebotics Square Services Pvt Ltd,['No Skills Listed'],https://internshala.com/internship/detail/corporate-sales-internship-in-noida-at-vebotics-square-services-pvt-ltd1704268950,Quite Old,None," 15,000 /month",Noida,Internship with job offer
2379140,Social Media Marketing,Digital Pushpa,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-jaipur-at-digital-pushpa1704188860,Quite Old,None," 5,000 /month",Jaipur,Internship with job offer
2380360,Digital Marketing,Arusha Foods,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-gurgaon-at-arusha-foods1704351198,Quite Old,None," 5,000-15,000 /month",Gurgaon,Internship with job offer
2379231,Social Media Marketing,Religiosa Tree Project Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-delhi-at-religiosa-tree-project-private-limited1704192020,Quite Old,None," 8,000-10,000 /month",Delhi,Internship with job offer
2379127,Client Servicing,Yellow Bus Ads,['No Skills Listed'],https://internshala.com/internship/detail/client-servicing-internship-in-mumbai-at-yellow-bus-ads1704351045,Quite Old,None," 8,000 /month",Mumbai,Internship
2379230,Social Media Marketing,CII GBC,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-hyderabad-at-cii-gbc1704192012,Quite Old,None," 10,000-15,000 /month",Hyderabad,Internship with job offer
2378828,Digital Marketing,Akkenna Animation And Technologies Pvt Ltd,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-coimbatore-at-akkenna-animation-and-technologies-pvt-ltd1704179756,Quite Old,None," 10,000 /month",Coimbatore,Internship
2375004,Digital Marketing,Flyhorse Capital Services,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-mumbai-at-flyhorse-capital-services1703679247,Quite Old,None," 6,000-20,000 /month",Mumbai,Internship with job offer
2379205,Social Media Marketing,KARPULSE,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-kozhikode-perintalmanna-at-karpulse1704191217,Quite Old,None," 2,000 /month +  Incentives",Perintalmanna,Internship with job offer
2375048,Social Media Marketing,Indicurate,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-indicurate1703682065,Quite Old,None," 2,000 /month",Work From Home,Internship
2378940,Video And Graphic Design For Social Media,Adhyayan Quality Education Foundation,['No Skills Listed'],https://internshala.com/internship/detail/video-and-graphic-design-for-social-media-work-from-home-job-internship-at-adhyayan-quality-education-foundation1704183000,Quite Old,None,Unpaid,Work From Home,Internship
2379187,Digital Marketing,URBAN PRAKRITI,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-urban-prakriti1704190613,Quite Old,None," 5,000 /month",Work From Home,Internship
2378802,Search Engine Optimization (SEO),Digital Piloto,['No Skills Listed'],https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-kolkata-at-digital-piloto1704178832,Quite Old,None," 5,000 /month",Kolkata,Internship
2378908,Social Media Marketing,Pryka Labs Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-mumbai-at-pryka-labs-private-limited1704181871,Quite Old,None," 5,000 /month +  Incentives",Mumbai,Internship with job offer
2378500,Sales Consultant,White Canvas,['No Skills Listed'],https://internshala.com/internship/detail/sales-consultant-work-from-home-job-internship-at-white-canvas1704170865,Quite Old,None," 6,000-10,000 /month",Work From Home,Internship
2379432,Digital Marketing,ShipBolt Industries,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-shipbolt-industries1704197701,Quite Old,None," 20,000 /month",Delhi,Internship
2378794,Social Media Marketing,RentMAX - Stress Free Renting,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-mumbai-at-rentmax-stress-free-renting1704178507,Quite Old,None," 15,000 /month",Mumbai,Internship with job offer
2378893,Reel Creation For Instagram,JST Grow Digital,['No Skills Listed'],https://internshala.com/internship/detail/reel-creation-for-instagram-internship-in-chennai-at-jst-grow-digital1704181476,Quite Old,None," 2,000-5,000 /month",Chennai,Internship with job offer
2378492,Account Manager,Dr Aditi Pagare,['No Skills Listed'],https://internshala.com/internship/detail/account-manager-work-from-home-job-internship-at-dr-aditi-pagare1704170287,Quite Old,None," 5,000 /month",Work From Home,Internship
2381134,Content Writing,PC Elite Pro,['No Skills Listed'],https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-pc-elite-pro1704341462,Quite Old,None," 3,000 /month",Work From Home,Internship
2378841,Content & E-Commerce Management,Filo,['No Skills Listed'],https://internshala.com/internship/detail/content-e-commerce-management-internship-in-gurgaon-at-filo1704179977,Quite Old,None," 12,000 /month",Gurgaon,Internship
2379496,Creative Content Specialist,Lemonade,['No Skills Listed'],https://internshala.com/internship/detail/creative-content-specialist-work-from-home-job-internship-at-lemonade1704199254,Quite Old,None," 5,000 /month",Work From Home,Internship
2378731,Digital Marketing,Clustrex Data Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-chennai-at-clustrex-data-private-limited1704176949,Quite Old,None," 15,000 /month",Chennai,Internship
2378722,Content Writing,Brandshark,['No Skills Listed'],https://internshala.com/internship/detail/content-writing-internship-in-bangalore-at-brandshark1704176740,Quite Old,None," 10,000 /month",Bangalore,Internship
2379419,Social Media Marketing,Truhemp OPC Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-truhemp-opc-private-limited1704344679,Quite Old,None," 5,000 /month +  Incentives",Work From Home,Internship
2378632,Business Development (Sales),Repsoft Consultancy Services Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-repsoft-consultancy-services-private-limited1704174984,Quite Old,None," 5,000 /month",Work From Home,Internship with job offer
2381113,E-commerce Operations,Swiftindi Internet Services Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/e-commerce-operations-internship-in-pune-at-swiftindi-internet-services-private-limited1704335649,Quite Old,None," 8,000-15,000 /month",Pune,Internship with job offer
2381076,Digital Marketing,Job Khabri,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-noida-at-job-khabri1704315666,Quite Old,None," 10,000-15,000 /month",Noida,Internship
2381062,Digital Marketing,EFeedor,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-bangalore-in-efeedor1704309431,Quite Old,None," 5,000 /month",Bangalore,Internship
2381011,Digital Marketing,Finda,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-kozhikode-at-finda1704301203,Quite Old,None," 5,000-15,000 /month",Kozhikode,Internship with job offer
2380994,Digital Marketing,Bhavneet  Sejpal,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-mumbai-in-bhavneet-sejpal1704298852,Quite Old,None," 8,000 /month",Mumbai,Internship
2380990,Content Writing,Pentableu,['No Skills Listed'],https://internshala.com/internship/detail/content-writing-internship-in-mumbai-at-pentableu1704298259,Quite Old,None," 10,000 /month",Mumbai,Internship
2378402,Business Development (Sales),Munch Time,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-internship-in-multiple-locations-at-munch-time1704275486,Quite Old,None," 2,500 /month +  Incentives",Surat,Internship
2380936,Digital Marketing,Mojo Technologies,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-lucknow-in-mojo-technologies1704292705,Quite Old,None," 5,000-7,000 /month",Lucknow,Internship
2379313,Digital Marketing,Mezzex,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-noida-at-mezzex1704194553,Quite Old,None," 3,000 /month",Noida,Internship
2380906,Business Development (Sales),TestAIng Solutions,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-testaing-solutions1704289619,Quite Old,None," 10,000 /month",Bangalore,Internship with job offer
2380899,Social Media Marketing,GOOD HAND,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-jaipur-at-good-hand1704288892,Quite Old,None," 5,000-10,000 /month",Jaipur,Internship
2380890,Digital Marketing,Best Growth,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-best-growth1704288451,Quite Old,None," 1,000 /month",Work From Home,Internship with job offer
2380865,Event Management,Salesgasm,['No Skills Listed'],https://internshala.com/internship/detail/event-management-work-from-home-job-internship-at-salesgasm1704287758,Quite Old,None," 4,000 /month",Work From Home,Internship
2380847,Digital Marketing,Bewtee,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-bewtee1704286723,Quite Old,None," 3,000 /month",Work From Home,Internship
2380828,Digital Marketing,Propell Action,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-thane-at-propell-action1704285720,Quite Old,None," 7,500 /month +  Incentives",Thane,Internship with job offer
2379157,Digital Marketing,Agile Digital Hub,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-agile-digital-hub1704189275,Quite Old,None," 5,000 /month",Work From Home,Internship
2379107,Digital Marketing,Monastic Media,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-surat-at-monastic-media1704188037,Quite Old,None," 9,000-15,000 /month",Surat,Internship
2380737,Digital Marketing,Gravit Infosystems Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-gwalior-at-gravit-infosystems-private-limited1704282860,Quite Old,None," 3,000 /month +  Incentives",Gwalior,Internship with job offer
2380732,Digital Marketing,Rasheed Foundation,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-rasheed-foundation1704282484,Quite Old,None,Unpaid,Work From Home,Internship
2380700,Digital Marketing,Filingpool LLP,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-filingpool-llp1704281300,Quite Old,None," 2,000-5,000 /month",Delhi,Internship
2380693,Content Writing,Growcoms Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/content-writing-internship-in-ernakulam-at-growcoms-private-limited1704280974,Quite Old,None," 5,000 /month",Ernakulam,Internship
2380686,Social Media Marketing,OMLogic Consulting Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-multiple-locations-at-omlogic-consulting-private-limited1704280790,Quite Old,None," 6,000-10,000 /month",Gurgaon,Internship
2380607,Digital Marketing,Meticulous Research,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-pune-pimpri-chinchwad-at-meticulous-research1704278494,Quite Old,None," 5,000 /month",Pimpri-Chinchwad,Internship
2380591,Digital Marketing,Ease Care,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-ease-care1704278153,Quite Old,None," 7,000-10,000 /month",Delhi,Internship
2380567,Social Media Marketing,La Consilio,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-la-consilio1704277579,Quite Old,None," 1,000 /month",Work From Home,Internship
2380540,Marketing,Green Signature,['No Skills Listed'],https://internshala.com/internship/detail/marketing-internship-in-bangalore-at-green-signature1704276868,Quite Old,None," 8,000 /month",Bangalore,Internship with job offer
2378171,Instagram Marketing,Abhiraj Pal,['No Skills Listed'],https://internshala.com/internship/detail/instagram-marketing-work-from-home-job-internship-at-abhiraj-pal1704283260,Quite Old,None," 3,000 /month",Work From Home,Internship
2380502,Marketing,Wlaret Consultants,['No Skills Listed'],https://internshala.com/internship/detail/marketing-part-time-job-internship-at-hyderabad-in-wlaret-consultants1704275309,Quite Old,None," 5,000 /month",Hyderabad,Internship
2380720,Product Marketing,Blackcoffer,['No Skills Listed'],https://internshala.com/internship/detail/product-marketing-work-from-home-job-internship-at-blackcoffer1704282043,Quite Old,None," 5,000 /month",Work From Home,Internship with job offer
2378555,Social Media Marketing,La Forêt French Class,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-la-fort-french-class1704173428,Quite Old,None," 2,000 /month",Work From Home,Internship
2380440,Business Development (Sales),S.G. Codes,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-sg-codes1704273120,Quite Old,None," 4,000 /month +  Incentives",Work From Home,Internship
2379090,Online Reputation Management (ORM),Ergate Enterprise,['No Skills Listed'],https://internshala.com/internship/detail/online-reputation-management-orm-work-from-home-job-internship-at-ergate-enterprise1704279838,Quite Old,None," 2,000 /month",Work From Home,Internship
2378874,Social Media Marketing,Madhuri Gaikwad (MG Legal),['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-part-time-job-internship-at-mumbai-in-madhuri-gaikwad-mg-legal1704277312,Quite Old,None," 5,000-6,000 /month",Mumbai,Internship
2380367,Social Media Marketing,NeoDove Technologies Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-bangalore-at-neodove-technologies-private-limited1704270073,Quite Old,None," 10,000 /month",Bangalore,Internship
2380364,Digital Marketing,Digisteps,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-digisteps1704270032,Quite Old,None," 6,000 /month",Delhi,Internship
2378800,Business Development,Usrya Artivision Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/business-development-part-time-job-internship-at-bangalore-in-usrya-artivision-private-limited1704276591,Quite Old,None," 5,000 /month",Bangalore,Internship with job offer
2380343,Digital Marketing,Teqlawn Solutions,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-teqlawn-solutions1704268824,Quite Old,None," 3,000-5,000 /month",Work From Home,Internship
2380342,Digital Marketing,Techyuga,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-part-time-job-internship-at-kolkata-in-techyuga1704268786,Quite Old,None," 5,000 /month",Kolkata,Internship
2372488,Business Development (Sales),Pyrum Technologies India Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-pyrum-technologies-india-private-limited1703311511,Quite Old,None," 10,000 /month",Bangalore,Internship
2380323,Social Media Marketing,The Brand Window,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-ahmedabad-at-the-brand-window1704268107,Quite Old,None," 5,000-8,000 /month",Ahmedabad,Internship
2380320,Digital Marketing,I Learn Future,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-bangalore-at-i-learn-future1704268003,Quite Old,None," 7,000-15,000 /month",Bangalore,Internship
2378378,Business Development (Sales),Velocity AI,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-velocity-ai1704137101,Quite Old,None," 1,000 /month +  Incentives",Work From Home,Internship
2378708,Digital Marketing,3k Aryan Infotech,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-patna-at-3k-aryan-infotech1704176379,Quite Old,None," 8,000 /month +  Incentives",Patna,Internship
2380282,Sales,Kofluence,['No Skills Listed'],https://internshala.com/internship/detail/sales-internship-in-mumbai-at-kofluence1704266651,Quite Old,None," 10,000 /month",Mumbai,Internship with job offer
2380281,Social Media Marketing,Digital Friend,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-ahmedabad-gandhinagar-at-digital-friend1704266636,Quite Old,None," 8,000-10,000 /month",Gandhinagar,Internship with job offer
2380278,Social Media Marketing,Apratim Foundation,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-part-time-job-internship-at-delhi-in-apratim-foundation1704266595,Quite Old,None," 2,000 /month",Delhi,Internship
2380266,Influencer Marketing,Sun Chem India,['No Skills Listed'],https://internshala.com/internship/detail/influencer-marketing-internship-in-mumbai-at-sun-chem-india1704266204,Quite Old,None," 10,000 /month",Mumbai,Internship with job offer
2380217,Digital Marketing,Chemistry Bench,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-chemistry-bench1704265068,Quite Old,None," 2,000-3,000 /month",Work From Home,Internship
2347172,Digital Marketing,BigHaat,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-bangalore-at-bighaat1700720304,Quite Old,None," 15,000 /month",Bangalore,Internship
2378689,Communications,Samarthya,['No Skills Listed'],https://internshala.com/internship/detail/communications-work-from-home-job-internship-at-samarthya1704272145,Quite Old,None," 2,000-5,000 lump sum",Work From Home,Internship
2378340,Business Development (Sales),Evontro,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-evontro1704128472,Quite Old,None," 5,000 /month",Work From Home,Internship
2378387,Social Media Marketing,Developing Bee Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-lucknow-at-developing-bee-private-limited1704271581,Quite Old,None," 2,000 /month +  Incentives",Lucknow,Internship
2380162,Social Media Marketing,The Digital Clicks,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-mumbai-at-the-digital-clicks1704264223,Quite Old,None," 5,000 /month",Mumbai,Internship
2378083,Business Development (Sales),Martini Spaces,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-internship-in-delhi-at-martini-spaces1704103786,Quite Old,None," 2,000 /month +  Incentives",Delhi,Internship with job offer
2378527,Content Writing And Social Media Marketing,Habbada Fashions,['No Skills Listed'],https://internshala.com/internship/detail/content-writing-and-social-media-marketing-internship-in-chennai-at-habbada-fashions1704271038,Quite Old,None," 5,000 /month",Chennai,Internship with job offer
2378058,Digital Marketing,Wedfine Media,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-wedfine-media1704102701,Quite Old,None," 1,000-2,000 /month",Work From Home,Internship
2378366,Business Development (Sales),McWin Management Services,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-mcwin-management-services1704133666,Quite Old,None," 6,000 /month +  Incentives",Work From Home,Internship
2377966,Social Media Management,Personamize,['No Skills Listed'],https://internshala.com/internship/detail/social-media-management-work-from-home-job-internship-at-personamize1704270530,Quite Old,None," 3,000 /month",Work From Home,Internship
2380110,Digital Marketing,Appernity Technologies,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-appernity-technologies1704262709,Quite Old,None," 5,000 /month",Delhi,Internship with job offer
2380100,Social Media Marketing,603 The CoWorking Space India,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-mumbai-at-603-the-coworking-space-india1704262374,Quite Old,None," 10,000-12,000 /month",Mumbai,Internship
2380080,Influencer Marketing,What The Flex,['No Skills Listed'],https://internshala.com/internship/detail/influencer-marketing-internship-in-mumbai-at-what-the-flex1704261905,Quite Old,None," 10,000-15,000 /month",Mumbai,Internship with job offer
2380068,Digital Marketing,Yogita Saxena,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-internship-in-noida-at-yogita-saxena1704261659,Quite Old,None," 5,000 /month",Noida,Internship
2377835,E-Commerce,Tarneet Chawla,['No Skills Listed'],https://internshala.com/internship/detail/e-commerce-internship-in-gurgaon-at-tarneet-chawla1704091352,Quite Old,None," 10,000 /month",Gurgaon,Internship with job offer
2378342,Social Media Marketing,Indian Luxury Homes,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-noida-at-indian-luxury-homes1704129664,Quite Old,None," 5,000-9,000 /month",Noida,Internship
2377751,Social Media Marketing,Meshcraft 3D Lab Pvt. Ltd,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-meshcraft-3d-lab-pvt-ltd1704086522,Quite Old,None," 3,000 /month +  Incentives",Work From Home,Internship
2378432,Content & E-Commerce Management,ALLES MOGELIJK SERVICE PRIVATE LIMITED,['No Skills Listed'],https://internshala.com/internship/detail/content-e-commerce-management-internship-in-patna-at-alles-mogelijk-service-private-limited1704165332,Quite Old,None," 4,000-12,000 /month",Patna,Internship
2378413,Content Writing,The Diligence Certificate,['No Skills Listed'],https://internshala.com/internship/detail/content-writing-part-time-job-internship-at-delhi-in-the-diligence-certificate1704267744,Quite Old,None," 3,000-5,000 /month",Delhi,Internship with job offer
2378412,E-Commerce Sales,EXIMGROW,['No Skills Listed'],https://internshala.com/internship/detail/e-commerce-sales-work-from-home-job-internship-at-eximgrow1704157183,Quite Old,None," 8,000 /month +  Incentives",Work From Home,Internship
2377623,Digital Marketing,Go Physics,['No Skills Listed'],https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-go-physics1704041892,Quite Old,None," 2,000 /month",Work From Home,Internship
2377618,Social Media Marketing,Go Physics,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-work-from-home-job-internship-at-go-physics1704041534,Quite Old,None," 2,000 /month",Work From Home,Internship
2378279,Business Development (Sales),Udit Sharma,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-udit-sharma1704120420,Quite Old,None," 2,000 /month +  Incentives",Work From Home,Internship with job offer
2377614,Search Engine Marketing(SEM),RiaseClick Digital Solutions,['No Skills Listed'],https://internshala.com/internship/detail/search-engine-marketingsem-work-from-home-job-internship-at-riaseclick-digital-solutions1704267215,Quite Old,None," 2,000-5,000 /month",Work From Home,Internship
2377611,Search Engine Optimization (SEO),Raise Click Digital,['No Skills Listed'],https://internshala.com/internship/detail/search-engine-optimization-seo-work-from-home-job-internship-at-raise-click-digital1704040774,Quite Old,None," 2,000-5,000 /month",Work From Home,Internship
2379982,Content Writing,Pina Colada,['No Skills Listed'],https://internshala.com/internship/detail/content-writing-internship-in-delhi-at-pina-colada1704259003,Quite Old,None," 10,000 /month",Delhi,Internship
2379973,Business Development (Sales),InsightDials,['No Skills Listed'],https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-insightdials1704258791,Quite Old,None," 5,000 /month +  Incentives",Work From Home,Internship with job offer
2377562,Marketing,ElderSon Exports Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-elderson-exports-private-limited1704032534,Quite Old,None," 1,500 /month +  Incentives",Work From Home,Internship
2379966,Social Media Marketing,Ambicaa Coins,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-bangalore-at-ambicaa-coins1704258314,Quite Old,None," 8,000-30,000 /month",Bangalore,Internship
2379965,Social Media Marketing,Channelsoftech Private Limited,['No Skills Listed'],https://internshala.com/internship/detail/social-media-marketing-internship-in-bangalore-at-channelsoftech-private-limited1704258303,Quite Old,None," 10,000-12,000 /month",Bangalore,Internship
